match_id,point_no,p1_sets,p1_games,p1_score,p1_points_won,ue_game_player1,npr_game_p1,bpr_game_p1,serve_no,ace_p1,p1_double_fault,speed_mph,ue_game_player1,p1_net_pt_won,p1_break_pt_won,point_victor,p1_winner,p1_distance_run,rally_count
2023-wimbledon-1309,181,2,2,0.0,95,0,0.0,0.0,1,0,0,126.0,0,0,0,2,0,0.653,1
2023-wimbledon-1309,182,2,2,0.0,95,0,0.0,0.0,1,0,0,128.0,0,0,0,2,0,0.679,1
2023-wimbledon-1309,183,2,2,0.0,96,0,0.0,0.0,2,0,0,,0,0,0,1,0,6.611,2
2023-wimbledon-1309,184,2,2,1.0,97,0,0.0,0.0,1,0,0,98.0,0,0,0,1,0,41.84,12
2023-wimbledon-1309,185,2,2,2.0,98,0,0.0,0.0,2,0,0,,0,0,0,1,0,4.666,2
2023-wimbledon-1309,186,2,2,3.0,98,0,0.0,0.0,1,0,0,125.0,0,0,0,2,0,2.116,1
2023-wimbledon-1309,187,2,2,3.0,98,0,0.0,0.0,2,0,0,108.0,0,0,0,2,0,5.171,1
2023-wimbledon-1309,188,2,2,3.0,98,1,0.0,0.0,1,0,0,129.0,1,0,0,2,0,15.461,5
2023-wimbledon-1309,189,2,2,0.0,99,0,1.0,0.0,2,0,0,101.0,0,1,0,1,1,34.231,9
2023-wimbledon-1309,190,2,2,1.0,100,0,1.0,0.0,2,0,0,,0,0,0,1,0,3.503,1
2023-wimbledon-1309,191,2,2,2.0,101,0,1.0,0.0,1,0,0,125.0,0,0,0,1,0,4.498,1
2023-wimbledon-1309,192,2,2,3.0,101,0,1.0,0.0,2,0,0,94.0,0,0,0,2,0,11.252,4
2023-wimbledon-1309,193,2,2,3.0,102,0,1.0,0.0,1,0,0,124.0,0,0,0,1,1,5.694,3
2023-wimbledon-1309,194,2,3,0.0,102,0,0.0,0.0,1,0,0,126.0,0,0,0,2,0,2.885,1
2023-wimbledon-1309,195,2,3,0.0,103,0,0.0,0.0,1,0,0,127.0,0,0,0,1,0,9.857,2
2023-wimbledon-1309,196,2,3,1.0,103,0,0.0,0.0,2,0,0,109.0,0,0,0,2,0,3.684,1
2023-wimbledon-1309,197,2,3,1.0,103,0,0.0,0.0,1,0,0,123.0,0,0,0,2,0,2.061,1
2023-wimbledon-1309,198,2,3,1.0,103,0,0.0,0.0,2,0,0,109.0,0,0,0,2,0,4.116,1
2023-wimbledon-1309,199,2,3,0.0,104,0,0.0,0.0,1,1,0,126.0,0,0,0,1,1,1.221,1
2023-wimbledon-1309,200,2,3,1.0,105,0,0.0,0.0,2,1,0,97.0,0,0,0,1,0,41.96,11
2023-wimbledon-1309,201,2,3,2.0,106,0,0.0,0.0,1,1,0,113.0,0,0,0,1,0,5.163,1
2023-wimbledon-1309,202,2,3,3.0,107,0,0.0,0.0,2,1,0,94.0,0,0,0,1,1,6.235,3
2023-wimbledon-1309,203,2,4,0.0,108,0,0.0,0.0,1,0,0,125.0,0,0,0,1,0,8.307,4
2023-wimbledon-1309,204,2,4,1.0,108,0,0.0,0.0,2,0,0,110.0,0,0,0,2,0,5.698,1
2023-wimbledon-1309,205,2,4,1.0,108,0,0.0,0.0,1,0,0,115.0,0,0,0,2,0,0.564,1
2023-wimbledon-1309,206,2,4,1.0,109,0,0.0,0.0,2,0,0,115.0,0,0,0,1,0,10.742,4
2023-wimbledon-1309,207,2,4,2.0,110,0,0.0,0.0,2,0,0,114.0,0,0,0,1,0,23.448,8
2023-wimbledon-1309,208,2,4,3.0,111,0,1.0,1.0,1,0,0,125.0,0,1,1,1,0,43.138,6
2023-wimbledon-1309,209,2,5,0.0,112,0,0.0,0.0,1,0,0,121.0,0,0,0,1,1,17.704,5
2023-wimbledon-1309,210,2,5,1.0,113,0,0.0,0.0,1,0,0,126.0,0,0,0,1,0,16.327,3
2023-wimbledon-1309,211,2,5,2.0,114,0,0.0,0.0,2,0,0,101.0,0,0,0,1,1,21.272,7
2023-wimbledon-1309,212,2,5,3.0,114,0,0.0,0.0,2,0,0,91.0,0,0,0,2,0,7.044,2
2023-wimbledon-1309,213,2,5,3.0,115,0,0.0,0.0,2,0,0,101.0,0,0,0,1,1,5.179,3
2023-wimbledon-1310,1,0,0,0.0,0,1,0.0,0.0,1,0,0,,1,0,0,2,0,23.86,0
2023-wimbledon-1310,2,0,0,0.0,1,1,0.0,0.0,2,0,0,,1,0,0,1,0,3.33,0
2023-wimbledon-1310,3,0,0,1.0,1,2,0.0,0.0,2,0,0,,2,0,0,2,0,20.223,0
2023-wimbledon-1310,4,0,0,1.0,2,2,0.0,0.0,1,0,0,,2,0,0,1,0,18.856,0
2023-wimbledon-1310,5,0,0,2.0,3,2,0.5,0.0,1,0,0,,2,1,0,1,1,29.052,0
2023-wimbledon-1310,6,0,0,3.0,3,3,0.5,0.0,1,0,0,,3,0,0,2,0,36.511,0
2023-wimbledon-1310,7,0,0,3.0,3,3,0.5,0.0,1,0,0,,3,0,0,2,0,5.181,0
2023-wimbledon-1310,8,0,0,3.0,4,3,0.5,0.0,1,0,0,,3,0,0,1,0,9.668,0
2023-wimbledon-1310,9,0,0,3.0,4,3,0.5,0.0,1,0,0,,3,0,0,2,0,39.697,0
2023-wimbledon-1310,10,0,0,3.0,5,3,0.5,0.0,2,0,0,,3,0,0,1,0,6.672,0
2023-wimbledon-1310,11,0,0,3.0,5,4,0.5,0.0,2,0,0,,4,0,0,2,0,24.094,0
2023-wimbledon-1310,12,0,0,3.0,5,4,0.5,0.0,1,0,0,,4,0,0,2,0,1.268,0
2023-wimbledon-1310,13,0,0,0.0,5,0,0.0,0.0,2,0,0,,0,0,0,2,0,8.432,0
2023-wimbledon-1310,14,0,0,0.0,5,0,0.0,0.0,1,0,0,,0,0,0,2,0,36.406,0
2023-wimbledon-1310,15,0,0,0.0,6,0,0.0,0.0,2,0,0,,0,0,0,1,0,9.317,0
2023-wimbledon-1310,16,0,0,1.0,7,0,0.0,0.0,2,0,0,,0,0,0,1,0,11.319,0
2023-wimbledon-1310,17,0,0,2.0,8,0,0.0,0.0,1,0,0,,0,0,0,1,0,41.108,0
2023-wimbledon-1310,18,0,0,3.0,8,0,0.0,0.0,2,0,0,,0,0,0,2,0,4.384,0
2023-wimbledon-1310,19,0,0,3.0,9,0,0.0,0.0,1,0,0,,0,0,0,1,0,4.205,0
2023-wimbledon-1310,20,0,0,4.0,9,0,0.0,0.0,1,0,0,,0,0,0,2,0,19.505,0
2023-wimbledon-1310,21,0,0,3.0,9,0,0.0,0.0,1,0,0,,0,0,0,2,0,14.146,0
2023-wimbledon-1310,22,0,0,3.0,9,1,0.0,0.0,2,0,0,,1,0,0,2,0,5.322,0
2023-wimbledon-1310,23,0,0,0.0,10,0,0.0,0.0,2,0,0,,0,0,0,1,0,7.958,0
2023-wimbledon-1310,24,0,0,1.0,11,0,0.0,0.0,2,0,0,,0,0,0,1,0,4.572,0
2023-wimbledon-1310,25,0,0,2.0,11,0,0.0,0.0,1,0,0,,0,0,0,2,0,1.483,0
2023-wimbledon-1310,26,0,0,2.0,12,0,1.0,0.0,1,0,0,,0,1,0,1,0,42.481,0
2023-wimbledon-1310,27,0,0,3.0,13,0,1.0,1.0,2,0,0,,0,0,1,1,0,26.75,0
2023-wimbledon-1310,28,0,1,0.0,14,0,0.0,0.0,1,0,0,,0,0,0,1,0,7.249,0
2023-wimbledon-1310,29,0,1,1.0,15,0,1.0,0.0,1,0,0,,0,1,0,1,0,7.765,0
2023-wimbledon-1310,30,0,1,2.0,16,0,1.0,0.0,2,0,0,,0,0,0,1,0,8.815,0
2023-wimbledon-1310,31,0,1,3.0,16,0,1.0,0.0,2,0,0,,0,0,0,2,0,7.343,0
2023-wimbledon-1310,32,0,1,3.0,16,1,1.0,0.0,2,0,0,,1,0,0,2,0,17.175,0
2023-wimbledon-1310,33,0,1,3.0,16,1,1.0,0.0,1,0,0,,1,0,0,2,0,3.761,0
2023-wimbledon-1310,34,0,1,3.0,17,1,1.0,0.0,1,1,0,,1,0,0,1,1,1.226,0
2023-wimbledon-1310,35,0,1,4.0,18,1,1.0,0.0,1,1,0,,1,0,0,1,0,9.729,0
2023-wimbledon-1310,36,0,2,0.0,19,0,0.0,0.0,2,0,0,,0,0,0,1,0,20.126,0
2023-wimbledon-1310,37,0,2,1.0,20,0,1.0,0.0,2,0,0,,0,1,0,1,1,24.281,0
2023-wimbledon-1310,38,0,2,2.0,21,0,1.0,0.0,1,0,0,,0,0,0,1,0,11.077,0
2023-wimbledon-1310,39,0,2,3.0,21,0,1.0,0.0,2,0,0,,0,0,0,2,0,0.975,0
2023-wimbledon-1310,40,0,2,3.0,22,0,1.0,0.5,2,0,0,,0,0,1,1,0,23.316,0
2023-wimbledon-1310,41,0,3,0.0,22,1,0.0,0.0,1,0,0,,1,0,0,2,0,27.604,0
2023-wimbledon-1310,42,0,3,0.0,23,1,0.0,0.0,1,1,0,,1,0,0,1,1,0.82,0
2023-wimbledon-1310,43,0,3,1.0,24,1,0.0,0.0,2,1,0,,1,0,0,1,0,30.581,0
2023-wimbledon-1310,44,0,3,2.0,25,1,0.0,0.0,1,1,0,,1,0,0,1,0,17.723,0
2023-wimbledon-1310,45,0,3,3.0,26,1,0.0,0.0,1,2,0,,1,0,0,1,1,1.283,0
2023-wimbledon-1310,46,0,4,0.0,27,0,0.0,0.0,2,0,0,,0,0,0,1,0,33.511,0
2023-wimbledon-1310,47,0,4,1.0,27,0,0.0,0.0,1,0,0,,0,0,0,2,0,4.51,0
2023-wimbledon-1310,48,0,4,1.0,27,0,0.0,0.0,1,0,0,,0,0,0,2,0,18.622,0
2023-wimbledon-1310,49,0,4,1.0,28,0,0.0,0.0,1,0,0,,0,0,0,1,0,4.75,0
2023-wimbledon-1310,50,0,4,2.0,29,0,0.0,0.0,2,0,0,,0,0,0,1,0,29.332,0
2023-wimbledon-1310,51,0,4,3.0,30,0,0.0,1.0,1,0,0,,0,0,1,1,0,8.884,0
2023-wimbledon-1310,52,0,5,0.0,31,0,0.0,0.0,1,1,0,,0,0,0,1,1,8.46,0
2023-wimbledon-1310,53,0,5,1.0,31,0,0.0,0.0,2,1,0,,0,0,0,2,0,12.421,0
2023-wimbledon-1310,54,0,5,1.0,32,0,0.0,0.0,1,1,0,,0,0,0,1,0,7.06,0
2023-wimbledon-1310,55,0,5,2.0,33,0,0.0,0.0,2,1,0,,0,0,0,1,0,11.719,0
2023-wimbledon-1310,56,0,5,3.0,34,0,0.0,0.0,1,1,0,,0,0,0,1,1,8.334,0
2023-wimbledon-1310,57,1,0,0.0,34,1,0.0,0.0,1,0,0,,1,0,0,2,0,11.313,0
2023-wimbledon-1310,58,1,0,0.0,34,1,0.0,0.0,1,0,0,,1,0,0,2,0,18.404,0
2023-wimbledon-1310,59,1,0,0.0,34,2,0.0,0.0,2,0,0,,2,0,0,2,0,12.171,0
2023-wimbledon-1310,60,1,0,0.0,34,2,0.0,0.0,1,0,0,,2,0,0,2,0,15.878,0
2023-wimbledon-1310,61,1,0,0.0,35,0,0.0,0.0,1,0,0,,0,0,0,1,0,6.437,0
2023-wimbledon-1310,62,1,0,1.0,35,1,0.0,0.0,1,0,0,,1,0,0,2,0,15.422,0
2023-wimbledon-1310,63,1,0,1.0,36,1,0.0,0.0,1,0,0,,1,0,0,1,0,1.184,0
2023-wimbledon-1310,64,1,0,2.0,36,2,0.0,0.0,2,0,0,,2,0,0,2,0,35.385,0
2023-wimbledon-1310,65,1,0,2.0,36,3,0.0,0.0,1,0,0,,3,0,0,2,0,19.9,0
2023-wimbledon-1310,66,1,0,2.0,37,3,0.0,0.0,2,0,0,,3,0,0,1,0,46.207,0
2023-wimbledon-1310,67,1,0,3.0,38,3,1.0,0.0,1,0,0,,3,1,0,1,1,50.382,0
2023-wimbledon-1310,68,1,0,4.0,38,4,1.0,0.0,1,0,0,,4,0,0,2,0,21.947,0
2023-wimbledon-1310,69,1,0,3.0,38,5,1.0,0.0,1,0,0,,5,0,0,2,0,21.03,0
2023-wimbledon-1310,70,1,0,3.0,39,5,1.0,0.0,2,0,0,,5,0,0,1,0,63.714,0
2023-wimbledon-1310,71,1,0,3.0,39,5,1.0,0.0,1,0,0,,5,0,0,2,0,108.361,0
2023-wimbledon-1310,72,1,0,3.0,40,5,1.0,0.0,2,0,0,,5,0,0,1,0,15.75,0
2023-wimbledon-1310,73,1,0,3.0,40,5,1.0,0.0,1,0,0,,5,0,0,2,0,43.441,0
2023-wimbledon-1310,74,1,0,3.0,41,5,1.0,0.0,1,0,0,,5,0,0,1,0,0.844,0
2023-wimbledon-1310,75,1,0,3.0,41,6,1.0,0.0,1,0,0,,6,0,0,2,0,17.823,0
2023-wimbledon-1310,76,1,0,3.0,41,6,1.0,0.0,1,0,0,,6,0,0,2,0,18.84,0
2023-wimbledon-1310,77,1,0,0.0,42,0,0.0,0.0,2,0,0,,0,0,0,1,0,29.138,0
2023-wimbledon-1310,78,1,0,1.0,43,0,0.0,0.0,1,0,0,,0,0,0,1,0,13.191,0
2023-wimbledon-1310,79,1,0,2.0,44,0,0.0,0.0,2,0,0,,0,0,0,1,0,37.982,0
2023-wimbledon-1310,80,1,0,3.0,45,0,0.0,1.0,1,0,0,,0,0,1,1,1,43.667,0
2023-wimbledon-1310,81,1,1,0.0,46,0,1.0,0.0,2,0,0,,0,1,0,1,0,30.048,0
2023-wimbledon-1310,82,1,1,1.0,47,0,1.0,0.0,1,0,0,,0,0,0,1,0,18.939,0
2023-wimbledon-1310,83,1,1,2.0,48,0,1.0,0.0,1,0,0,,0,0,0,1,1,8.113,0
2023-wimbledon-1310,84,1,1,3.0,49,0,1.0,0.0,1,1,0,,0,0,0,1,1,1.011,0
2023-wimbledon-1310,85,1,2,0.0,50,0,0.0,0.0,2,0,0,,0,0,0,1,1,40.512,0
2023-wimbledon-1310,86,1,2,1.0,50,1,0.0,0.0,2,0,0,,1,0,0,2,0,14.014,0
2023-wimbledon-1310,87,1,2,1.0,50,1,0.0,0.0,1,0,0,,1,0,0,2,0,4.537,0
2023-wimbledon-1310,88,1,2,1.0,50,1,0.0,0.0,1,0,0,,1,0,0,2,0,7.499,0
2023-wimbledon-1310,89,1,2,1.0,51,1,0.0,0.0,2,0,0,,1,0,0,1,0,6.852,0
2023-wimbledon-1310,90,1,2,2.0,52,1,0.0,0.0,2,0,0,,1,0,0,1,0,22.198,0
2023-wimbledon-1310,91,1,2,3.0,53,1,0.0,0.0,1,0,0,,1,0,0,1,0,4.469,0
2023-wimbledon-1310,92,1,2,4.0,54,1,0.0,1.0,2,0,0,,1,0,1,1,0,10.169,0
2023-wimbledon-1310,93,1,3,0.0,54,0,0.0,0.0,1,0,0,,0,0,0,2,0,12.473,0
2023-wimbledon-1310,94,1,3,0.0,55,0,0.0,0.0,1,0,0,,0,0,0,1,0,15.452,0
2023-wimbledon-1310,95,1,3,1.0,55,0,0.0,0.0,1,0,0,,0,0,0,2,0,11.943,0
2023-wimbledon-1310,96,1,3,1.0,55,0,0.0,0.0,1,0,0,,0,0,0,2,0,13.402,0
2023-wimbledon-1310,97,1,3,1.0,55,1,0.0,0.0,2,0,0,,1,0,0,2,0,17.143,0
2023-wimbledon-1310,98,1,3,0.0,55,1,0.0,0.0,2,0,0,,1,0,0,2,0,34.969,0
2023-wimbledon-1310,99,1,3,0.0,55,1,0.0,0.0,2,0,0,,1,0,0,2,0,5.028,0
2023-wimbledon-1310,100,1,3,0.0,55,2,0.0,0.0,2,0,0,,2,0,0,2,0,16.646,0
2023-wimbledon-1310,101,1,3,0.0,55,2,0.0,0.0,1,0,0,,2,0,0,2,0,0.818,0
2023-wimbledon-1310,102,1,3,0.0,56,0,1.0,0.0,1,0,0,,0,1,0,1,0,1.209,0
2023-wimbledon-1310,103,1,3,1.0,56,1,1.0,0.0,2,0,0,,1,0,0,2,0,7.282,0
2023-wimbledon-1310,104,1,3,1.0,56,2,1.0,0.0,1,0,0,,2,0,0,2,0,6.745,0
2023-wimbledon-1310,105,1,3,1.0,56,3,1.0,0.0,1,0,0,,3,0,0,2,0,13.709,0
2023-wimbledon-1310,106,1,3,1.0,57,3,1.0,0.0,2,0,0,,3,0,0,1,0,15.351,0
2023-wimbledon-1310,107,1,3,2.0,58,3,1.0,0.0,1,0,0,,3,1,0,1,1,6.803,0
2023-wimbledon-1310,108,1,3,3.0,59,3,1.0,0.0,1,0,0,,3,0,0,1,1,16.508,0
2023-wimbledon-1310,109,1,3,4.0,60,3,1.0,0.0,2,0,0,,3,0,0,1,0,5.826,0
2023-wimbledon-1310,110,1,4,0.0,60,0,0.0,0.0,2,0,0,,0,0,0,2,0,48.031,0
2023-wimbledon-1310,111,1,4,0.0,61,0,0.0,0.0,1,0,0,,0,0,0,1,0,8.988,0
2023-wimbledon-1310,112,1,4,1.0,61,0,0.0,0.0,2,0,0,,0,0,0,2,0,1.125,0
2023-wimbledon-1310,113,1,4,1.0,61,0,0.0,0.0,1,0,0,,0,0,0,2,0,8.965,0
2023-wimbledon-1310,114,1,4,1.0,61,0,0.0,0.0,1,0,0,,0,0,0,2,0,14.867,0
2023-wimbledon-1310,115,1,4,0.0,62,0,1.0,0.0,1,0,0,,0,1,0,1,0,29.864,0
2023-wimbledon-1310,116,1,4,1.0,63,0,1.0,0.0,2,0,0,,0,0,0,1,0,10.059,0
2023-wimbledon-1310,117,1,4,2.0,64,0,1.0,0.0,1,1,0,,0,0,0,1,1,1.152,0
2023-wimbledon-1310,118,1,4,3.0,64,0,1.0,0.0,1,1,0,,0,0,0,2,0,3.606,0
2023-wimbledon-1310,119,1,4,3.0,64,0,1.0,0.0,1,1,0,,0,0,0,2,0,4.55,0
2023-wimbledon-1310,120,1,4,3.0,64,0,1.0,0.0,2,1,0,,0,0,0,2,0,18.318,0
2023-wimbledon-1310,121,1,4,3.0,65,0,1.0,0.0,2,1,0,,0,0,0,1,1,31.922,0
2023-wimbledon-1310,122,1,4,4.0,66,0,1.0,0.0,1,1,0,,0,0,0,1,0,65.973,0
2023-wimbledon-1310,123,1,5,0.0,67,0,0.0,0.0,1,0,0,,0,0,0,1,0,9.59,0
2023-wimbledon-1310,124,1,5,1.0,67,0,0.0,0.0,1,0,0,,0,0,0,2,0,5.466,0
2023-wimbledon-1310,125,1,5,1.0,68,0,0.0,0.0,1,0,0,,0,0,0,1,0,6.886,0
2023-wimbledon-1310,126,1,5,2.0,69,0,0.0,0.0,1,0,0,,0,0,0,1,0,12.625,0
2023-wimbledon-1310,127,1,5,3.0,69,0,0.0,0.0,1,0,0,,0,0,0,2,0,30.041,0
2023-wimbledon-1310,128,1,5,3.0,70,0,0.0,0.5,2,0,0,,0,0,1,1,0,66.379,0
2023-wimbledon-1310,129,1,6,0.0,70,0,0.0,0.0,2,0,0,,0,0,0,2,0,12.135,0
2023-wimbledon-1310,130,1,6,0.0,70,0,0.0,0.0,1,0,0,,0,0,0,2,0,14.03,0
2023-wimbledon-1310,131,1,6,0.0,70,1,0.0,0.0,2,0,0,,1,0,0,2,0,16.467,0
2023-wimbledon-1310,132,1,6,0.0,71,1,1.0,0.0,2,0,0,,1,1,0,1,1,36.551,0
2023-wimbledon-1310,133,1,6,1.0,72,1,1.0,0.0,1,0,0,,1,1,0,1,1,10.718,0
2023-wimbledon-1310,134,1,6,2.0,73,1,1.0,0.0,2,0,0,,1,0,0,1,0,43.294,0
2023-wimbledon-1310,135,1,6,3.0,73,1,1.0,0.0,2,0,0,,1,0,0,2,0,56.113,0
2023-wimbledon-1310,136,1,6,3.0,73,2,1.0,0.0,1,0,0,,2,0,0,2,0,23.315,0
2023-wimbledon-1310,137,1,6,0.0,73,0,0.0,0.0,1,0,0,,0,0,0,2,0,7.438,0
2023-wimbledon-1310,138,1,6,0.0,73,1,0.0,0.0,1,0,0,,1,0,0,2,0,8.22,0
2023-wimbledon-1310,139,1,6,0.0,74,1,0.0,0.0,1,0,0,,1,0,0,1,1,6.387,0
2023-wimbledon-1310,140,1,6,,74,1,0.0,0.0,1,0,0,,1,0,0,2,0,17.426,0
2023-wimbledon-1310,141,1,6,,74,1,0.0,0.0,1,0,0,,1,0,0,2,0,17.233,0
2023-wimbledon-1310,142,1,6,,75,1,1.0,0.0,1,0,0,,1,1,0,1,1,6.759,0
2023-wimbledon-1310,143,1,6,,75,1,1.0,0.0,1,0,0,,1,0,0,2,0,23.871,0
2023-wimbledon-1310,144,1,6,,75,1,1.0,0.0,2,0,0,,1,0,0,2,0,18.449,0
2023-wimbledon-1310,145,1,6,,75,2,1.0,0.0,2,0,0,,2,0,0,2,0,4.784,0
2023-wimbledon-1310,146,1,0,0.0,75,0,0.0,0.0,2,0,0,,0,0,0,2,0,52.367,0
2023-wimbledon-1310,147,1,0,0.0,75,1,0.0,0.0,1,0,0,,1,0,0,2,0,43.024,0
2023-wimbledon-1310,148,1,0,0.0,76,1,1.0,0.0,1,0,0,,1,1,0,1,0,62.959,0
2023-wimbledon-1310,149,1,0,1.0,76,2,0.5,0.0,1,0,0,,2,0,0,2,0,10.366,0
2023-wimbledon-1310,150,1,0,1.0,76,3,0.5,0.0,2,0,0,,3,0,0,2,0,10.299,0
2023-wimbledon-1310,151,1,0,0.0,76,0,0.0,0.0,1,0,0,,0,0,0,2,0,9.153,0
2023-wimbledon-1310,152,1,0,0.0,76,1,0.0,0.0,1,0,0,,1,0,0,2,0,23.653,0
2023-wimbledon-1310,153,1,0,0.0,76,2,0.0,0.0,2,0,0,,2,0,0,2,0,9.687,0
2023-wimbledon-1310,154,1,0,0.0,76,3,0.0,0.0,1,0,0,,3,0,0,2,0,14.813,0
2023-wimbledon-1310,155,1,0,0.0,77,0,0.0,0.0,1,0,0,,0,0,0,1,1,54.665,0
2023-wimbledon-1310,156,1,0,1.0,77,1,0.0,0.0,1,0,0,,1,0,0,2,0,8.068,0
2023-wimbledon-1310,157,1,0,1.0,77,1,0.0,0.0,1,0,0,,1,0,0,2,0,14.207,0
2023-wimbledon-1310,158,1,0,1.0,77,1,0.0,0.0,1,0,0,,1,0,0,2,0,27.961,0
2023-wimbledon-1310,159,1,0,1.0,78,1,0.0,0.0,2,0,0,,1,0,0,1,0,3.974,0
2023-wimbledon-1310,160,1,0,2.0,79,1,0.5,0.0,1,0,0,,1,1,0,1,1,11.219,0
2023-wimbledon-1310,161,1,0,3.0,79,2,0.5,0.0,2,0,0,,2,0,0,2,0,13.614,0
2023-wimbledon-1310,162,1,0,3.0,80,2,0.5,0.0,2,0,0,,2,0,0,1,0,25.175,0
2023-wimbledon-1310,163,1,0,3.0,81,2,0.5,0.0,1,0,0,,2,0,0,1,1,65.582,0
2023-wimbledon-1310,164,1,0,4.0,82,2,0.5,0.0,2,0,0,,2,0,0,1,0,3.905,0
2023-wimbledon-1310,165,1,1,0.0,82,0,0.0,0.0,1,0,0,,0,0,0,2,0,20.861,0
2023-wimbledon-1310,166,1,1,0.0,82,1,0.0,0.0,2,0,0,,1,0,0,2,0,13.596,0
2023-wimbledon-1310,167,1,1,0.0,82,1,0.0,0.0,2,0,0,,1,0,0,2,0,2.964,0
2023-wimbledon-1310,168,1,1,0.0,82,2,0.0,0.0,1,0,0,,2,0,0,2,0,10.692,0
2023-wimbledon-1310,169,1,1,0.0,83,0,1.0,0.0,1,0,0,,0,1,0,1,0,17.599,0
2023-wimbledon-1310,170,1,1,1.0,84,0,1.0,0.0,1,0,0,,0,0,0,1,1,7.119,0
2023-wimbledon-1310,171,1,1,2.0,85,0,1.0,0.0,1,0,0,,0,0,0,1,0,13.399,0
2023-wimbledon-1310,172,1,1,3.0,86,0,1.0,0.0,1,0,0,,0,0,0,1,1,8.051,0
2023-wimbledon-1310,173,1,2,0.0,87,0,0.0,0.0,1,0,0,,0,0,0,1,0,17.23,0
2023-wimbledon-1310,174,1,2,1.0,88,0,0.0,0.0,2,0,0,,0,0,0,1,0,7.442,0
2023-wimbledon-1310,175,1,2,2.0,88,0,0.0,0.0,2,0,0,,0,0,0,2,0,55.557,0
2023-wimbledon-1310,176,1,2,2.0,89,0,0.0,0.0,1,0,0,,0,0,0,1,1,29.197,0
2023-wimbledon-1310,177,1,2,3.0,90,0,0.0,1.0,2,0,0,,0,0,1,1,0,10.918,0
2023-wimbledon-1310,178,1,3,0.0,91,0,0.0,0.0,1,0,0,,0,0,0,1,0,18.886,0
2023-wimbledon-1310,179,1,3,1.0,91,1,0.0,0.0,1,0,0,,1,0,0,2,0,16.149,0
2023-wimbledon-1310,180,1,3,1.0,92,1,0.0,0.0,1,0,0,,1,0,0,1,0,0.748,0
2023-wimbledon-1310,181,1,3,2.0,92,2,0.0,0.0,2,0,0,,2,0,0,2,0,7.377,0
2023-wimbledon-1310,182,1,3,2.0,92,3,0.0,0.0,1,0,0,,3,0,0,2,0,30.831,0
2023-wimbledon-1310,183,1,3,2.0,93,3,0.0,0.0,1,0,0,,3,0,0,1,0,5.729,0
2023-wimbledon-1310,184,1,3,3.0,94,3,0.3333333333333333,0.0,1,0,0,,3,1,0,1,1,12.03,0
2023-wimbledon-1310,185,1,3,4.0,95,3,0.5,0.0,2,0,0,,3,1,0,1,0,25.62,0
2023-wimbledon-1310,186,1,4,0.0,95,0,0.0,0.0,1,0,0,,0,0,0,2,0,29.327,0
2023-wimbledon-1310,187,1,4,0.0,95,0,0.0,0.0,1,0,0,,0,0,0,2,0,53.201,0
2023-wimbledon-1310,188,1,4,0.0,95,0,0.0,0.0,2,0,0,,0,0,0,2,0,2.666,0
2023-wimbledon-1310,189,1,4,0.0,96,0,0.0,0.0,2,0,0,,0,0,0,1,1,12.854,0
2023-wimbledon-1310,190,1,4,1.0,96,1,0.0,0.0,2,0,0,,1,0,0,2,0,6.5,0
2023-wimbledon-1310,191,1,4,0.0,96,1,0.0,0.0,2,0,0,,1,0,0,2,0,42.13,0
2023-wimbledon-1310,192,1,4,0.0,97,1,0.0,0.0,1,1,0,,1,0,0,1,1,1.261,0
2023-wimbledon-1310,193,1,4,1.0,98,1,0.0,0.0,1,1,0,,1,0,0,1,1,51.132,0
2023-wimbledon-1310,194,1,4,2.0,99,1,0.0,0.0,1,1,0,,1,0,0,1,0,5.308,0
2023-wimbledon-1310,195,1,4,3.0,100,1,0.0,0.0,1,1,0,,1,0,0,1,0,5.94,0
2023-wimbledon-1310,196,1,5,0.0,100,0,0.0,0.0,1,0,0,,0,0,0,2,0,1.063,0
2023-wimbledon-1310,197,1,5,0.0,100,0,0.0,0.0,1,0,0,,0,0,0,2,0,4.566,0
2023-wimbledon-1310,198,1,5,0.0,100,0,0.0,0.0,1,0,0,,0,0,0,2,0,7.981,0
2023-wimbledon-1310,199,1,5,0.0,100,0,0.0,0.0,1,0,0,,0,0,0,2,0,16.006,0
2023-wimbledon-1310,200,1,5,0.0,101,0,0.0,0.0,1,0,0,,0,0,0,1,0,10.115,0
2023-wimbledon-1310,201,1,5,1.0,101,0,0.0,0.0,2,0,0,,0,0,0,2,0,11.777,0
2023-wimbledon-1310,202,1,5,1.0,102,0,0.0,0.0,1,0,0,,0,0,0,1,0,22.681,0
2023-wimbledon-1310,203,1,5,2.0,102,1,0.0,0.0,2,0,0,,1,0,0,2,0,19.172,0
2023-wimbledon-1310,204,1,5,2.0,102,2,0.0,0.0,1,0,0,,2,0,0,2,0,9.078,0
2023-wimbledon-1310,205,1,5,2.0,103,2,0.0,0.0,1,0,0,,2,0,0,1,0,14.017,0
2023-wimbledon-1310,206,1,5,3.0,104,2,0.0,0.0,1,0,0,,2,0,0,1,0,20.646,0
2023-wimbledon-1310,207,1,5,4.0,105,2,0.0,0.0,1,0,0,,2,0,0,1,0,5.139,0
2023-wimbledon-1310,208,1,6,0.0,105,0,0.0,0.0,1,0,0,,0,0,0,2,0,1.453,0
